talent,job,label
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False), 'Spanish': Language(Spanish,A2,False)},['data-scientist', 'data-engineer', 'machine-learning-engineer', 'data-analyst', 'social-media-marketing-manager'],junior,48000,master)","Job({'German': Language(German,C1,True)},['data-analyst'],['junior', 'midlevel', 'senior'],67000,bachelor)",True
"Talent({'Arabic': Language(Arabic,C2,False), 'German': Language(German,C2,False), 'English': Language(English,C2,False)},['consulting', 'sales-manager', 'key-account-manager', 'customer-success-manager', 'social-media-marketing-manager'],junior,45000,apprenticeship)","Job({'German': Language(German,C1,True)},['customer-success-manager'],[None, 'junior'],50000,apprenticeship)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'French': Language(French,A2,False)},['sales-manager', 'business-development-manager'],junior,69000,bachelor)","Job({'German': Language(German,C1,True)},['sales-manager'],['junior', 'midlevel', 'senior'],75000,None)",True
"Talent({'German': Language(German,C1,False), 'English': Language(English,B2,False), 'French': Language(French,C2,False)},['frontend-developer', 'c-net-developer', 'java-developer', 'mobile-developer', 'qa-engineer'],None,55000,bachelor)","Job({'German': Language(German,C1,True)},['full-stack-developer', 'java-developer'],[None, 'junior', 'midlevel', 'senior'],82000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['sales-team-lead', 'consulting', 'sales-manager', 'key-account-manager', 'business-development-manager'],senior,80000,apprenticeship)","Job({'German': Language(German,C2,True)},['key-account-manager', 'customer-success-manager'],['junior', 'midlevel', 'senior'],70000,None)",True
"Talent({'German': Language(German,C2,False)},['network-engineer', 'cloud-engineer', 'system-administrator', 'database-administrator', 'consulting'],junior,47000,master)","Job({'German': Language(German,C1,True)},['consulting'],[None, 'junior', 'midlevel', 'senior'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['full-stack-developer', 'php-developer', 'software-architect', 'devops-engineer', 'site-reliability-engineer'],senior,80000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,True)},['php-developer'],['midlevel', 'senior'],80000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'Turkish': Language(Turkish,C1,False)},['sales-manager', 'key-account-manager', 'customer-success-manager'],senior,70000,apprenticeship)","Job({'German': Language(German,C1,True)},['sales-manager'],['junior', 'midlevel', 'senior'],75000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['consulting', 'sales-manager', 'key-account-manager', 'online-marketing-manager', 'social-media-marketing-manager'],midlevel,60000,apprenticeship)","Job({'German': Language(German,C1,True)},['sales-manager'],['junior', 'midlevel', 'senior'],75000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer'],midlevel,60000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['qa-engineer', 'devops-engineer', 'cloud-engineer', 'system-administrator', 'database-administrator'],senior,70000,master)","Job({'German': Language(German,C1,True), 'English': Language(English,B1,False)},['devops-engineer', 'system-engineer', 'cloud-engineer'],['midlevel', 'senior'],81000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['sales-team-lead', 'consulting', 'sales-manager', 'key-account-manager'],midlevel,75000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,True)},['sales-manager'],[None, 'junior', 'midlevel'],70000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'Russian': Language(Russian,A1,False)},['full-stack-developer', 'php-developer', 'tech-lead', 'product-manager', 'cpo-or-head-of-product'],senior,75000,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,True)},['php-developer'],['midlevel', 'senior'],80000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['product-manager', 'consulting', 'key-account-manager', 'business-development-manager', 'performance-marketing-manager'],junior,55000,master)","Job({'German': Language(German,C2,True), 'English': Language(English,C1,False)},['sales-manager', 'business-development-manager'],['junior'],65000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['backend-developer', 'full-stack-developer', 'php-developer', 'devops-engineer', 'cloud-engineer'],midlevel,57000,bachelor)","Job({'German': Language(German,C1,True)},['full-stack-developer', 'java-developer'],[None, 'junior', 'midlevel', 'senior'],82000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'java-developer'],senior,90000,apprenticeship)","Job({'German': Language(German,B2,True), 'English': Language(English,B2,False)},['full-stack-developer'],['midlevel', 'senior'],90000,apprenticeship)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False), 'Spanish': Language(Spanish,A1,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'java-developer'],midlevel,65000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,False)},['backend-developer', 'full-stack-developer'],['midlevel'],80000,bachelor)",True
"Talent({'English': Language(English,C1,False), 'German': Language(German,C2,False), 'French': Language(French,B1,False), 'Armenian': Language(Armenian,A2,False)},['product-owner', 'data-scientist', 'data-analyst', 'business-analyst', 'consulting'],junior,76000,master)","Job({'German': Language(German,C1,True)},['data-analyst'],['junior', 'midlevel', 'senior'],67000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False), 'Arabic': Language(Arabic,C2,False), 'Spanish': Language(Spanish,B1,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'java-developer', 'mobile-developer'],None,60000,bachelor)","Job({'German': Language(German,C1,True)},['full-stack-developer', 'java-developer'],[None, 'junior', 'midlevel', 'senior'],82000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False), 'French': Language(French,A2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer'],senior,80000,master)","Job({'German': Language(German,B2,True), 'English': Language(English,B2,False)},['full-stack-developer'],['midlevel', 'senior'],90000,apprenticeship)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B1,False)},['sales-manager', 'key-account-manager'],senior,45000,apprenticeship)","Job({'German': Language(German,C2,True)},['key-account-manager', 'customer-success-manager'],['junior', 'midlevel', 'senior'],70000,None)",True
"Talent({'English': Language(English,C1,False), 'German': Language(German,C1,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'php-developer'],senior,60000,master)","Job({'German': Language(German,C1,False), 'English': Language(English,C1,True)},['php-developer'],['midlevel', 'senior'],65000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'French': Language(French,B2,False)},['full-stack-developer', 'mobile-developer', 'software-architect', 'tech-lead', 'consulting'],midlevel,75000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,True)},['mobile-developer'],['midlevel', 'senior'],77000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'French': Language(French,B2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'software-architect', 'ui-ux-designer'],junior,36000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'French': Language(French,A1,False), 'Spanish': Language(Spanish,A1,False)},['sales-team-lead', 'sales-manager', 'key-account-manager', 'customer-success-manager'],senior,65000,bachelor)","Job({'German': Language(German,C1,True)},['sales-manager'],['junior', 'midlevel', 'senior'],75000,None)",True
"Talent({'English': Language(English,C2,False), 'German': Language(German,C2,False)},['frontend-developer', 'backend-developer'],junior,50000,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'English': Language(English,C2,False), 'German': Language(German,C1,False), 'Spanish': Language(Spanish,C2,False)},['frontend-developer', 'full-stack-developer', 'java-developer'],midlevel,80000,bachelor)","Job({'German': Language(German,B1,True), 'English': Language(English,B1,True)},['frontend-developer', 'backend-developer', 'full-stack-developer'],['midlevel', 'senior'],75000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'java-developer'],senior,85000,bachelor)","Job({'German': Language(German,C1,True)},['full-stack-developer', 'java-developer'],[None, 'junior', 'midlevel', 'senior'],82000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['devops-engineer', 'site-reliability-engineer', 'system-engineer', 'cloud-engineer', 'system-administrator'],midlevel,68000,apprenticeship)","Job({'German': Language(German,C1,True)},['system-engineer'],['midlevel', 'senior'],92000,apprenticeship)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False), 'French': Language(French,A2,False)},['backend-developer', 'full-stack-developer', 'c-c-developer', 'software-architect', 'security'],junior,80000,master)","Job({'German': Language(German,C1,True)},['full-stack-developer', 'java-developer'],[None, 'junior', 'midlevel', 'senior'],82000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,A2,False), 'Turkish': Language(Turkish,B2,False)},['sales-team-lead', 'sales-manager', 'customer-success-manager'],senior,60000,apprenticeship)","Job({'German': Language(German,C2,True)},['key-account-manager', 'customer-success-manager'],['junior', 'midlevel', 'senior'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['frontend-developer', 'content-marketing-manager', 'social-media-marketing-manager'],midlevel,44000,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'Turkish': Language(Turkish,C1,False)},['product-manager', 'business-analyst', 'sales-manager', 'sales-engineer', 'key-account-manager'],junior,50000,master)","Job({'German': Language(German,C2,True), 'English': Language(English,C1,False)},['sales-manager', 'business-development-manager'],['junior'],65000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['product-manager', 'product-owner', 'cpo-or-head-of-product', 'consulting', 'business-development-manager'],midlevel,58000,master)","Job({'German': Language(German,C2,True), 'English': Language(English,C1,True)},['product-owner'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['business-analyst'],midlevel,80000,master)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,True)},['business-analyst'],[None, 'junior', 'midlevel', 'senior'],80000,master)",True
"Talent({'German': Language(German,B1,False), 'English': Language(English,C1,False), 'Spanish': Language(Spanish,C2,False)},['backend-developer', 'c-net-developer', 'php-developer', 'devops-engineer', 'cloud-engineer'],midlevel,65000,bachelor)","Job({'German': Language(German,C1,False), 'English': Language(English,C1,True)},['php-developer'],['midlevel', 'senior'],65000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['system-engineer', 'system-administrator', 'database-administrator', '1st-2nd-3rd-level-support', 'security'],midlevel,45000,apprenticeship)","Job({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['system-administrator'],['midlevel', 'senior'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['cso-or-head-of-sales', 'sales-team-lead', 'sales-manager', 'key-account-manager'],midlevel,75000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,True)},['sales-manager'],[None, 'junior', 'midlevel'],70000,bachelor)",True
"Talent({'German': Language(German,C1,False), 'English': Language(English,C1,False), 'French': Language(French,C2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'java-developer', 'php-developer'],midlevel,90000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,True)},['php-developer'],['midlevel', 'senior'],80000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['backend-developer', 'full-stack-developer', 'mobile-developer', 'software-architect', 'machine-learning-engineer'],junior,65000,master)","Job({'German': Language(German,C1,True)},['full-stack-developer', 'java-developer'],[None, 'junior', 'midlevel', 'senior'],82000,bachelor)",True
"Talent({'English': Language(English,B2,False), 'German': Language(German,C2,False)},['devops-engineer', 'system-engineer', 'system-administrator', '1st-2nd-3rd-level-support'],senior,55000,None)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,False)},['system-administrator'],['senior'],70000,None)",True
"Talent({'English': Language(English,C1,False), 'German': Language(German,C2,False), 'Spanish': Language(Spanish,A1,False), 'Dutch': Language(Dutch,A1,False)},['frontend-developer', 'full-stack-developer', 'mobile-developer'],None,50000,bachelor)","Job({'German': Language(German,C1,True)},['full-stack-developer', 'java-developer'],[None, 'junior', 'midlevel', 'senior'],82000,bachelor)",True
"Talent({'German': Language(German,C1,False), 'English': Language(English,B2,False), 'French': Language(French,C2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'java-developer'],midlevel,80000,master)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,False)},['backend-developer', 'full-stack-developer'],['midlevel'],80000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['software-architect', 'c-net-developer', 'full-stack-developer', 'data-scientist', 'data-engineer'],senior,80000,master)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,False)},['data-engineer'],['midlevel', 'senior'],80000,master)",True
"Talent({'English': Language(English,B2,False), 'German': Language(German,C2,False), 'Spanish': Language(Spanish,B1,False)},['frontend-developer', 'backend-developer', 'full-stack-developer'],junior,42000,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['project-manager'],senior,75000,master)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,True)},['project-manager'],['senior'],70000,None)",True
"Talent({'English': Language(English,C1,False), 'German': Language(German,C2,False)},['frontend-developer', 'full-stack-developer', 'mobile-developer'],midlevel,72000,master)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,True)},['mobile-developer'],['midlevel', 'senior'],77000,None)",True
"Talent({'German': Language(German,C1,False), 'English': Language(English,B2,False)},['frontend-developer', 'mobile-developer'],midlevel,60000,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'French': Language(French,B1,False)},['c-c-developer'],junior,65000,master)","Job({'English': Language(English,C1,True), 'German': Language(German,B1,False)},['c-c-developer'],['junior', 'midlevel', 'senior'],65000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['consulting', 'sales-manager', 'key-account-manager', 'customer-success-manager'],midlevel,65000,master)","Job({'German': Language(German,C2,True)},['key-account-manager', 'customer-success-manager'],['junior', 'midlevel', 'senior'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['frontend-developer', 'product-manager', 'product-owner', 'scrum-master-agile-coach', 'consulting'],junior,60000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C1,False), 'English': Language(English,C2,False), 'Turkish': Language(Turkish,C2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'java-developer', 'mobile-developer'],junior,55000,bachelor)","Job({'German': Language(German,C1,True)},['full-stack-developer', 'java-developer'],[None, 'junior', 'midlevel', 'senior'],82000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'Polish': Language(Polish,C1,False)},['backend-developer', 'java-developer', 'mobile-developer', 'database-administrator', 'data-engineer'],midlevel,74000,master)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,False)},['data-engineer'],['midlevel', 'senior'],80000,master)",True
"Talent({'English': Language(English,C1,False), 'Russian': Language(Russian,A2,False), 'Spanish': Language(Spanish,A2,False), 'German': Language(German,C2,False)},['sales-manager', 'sales-engineer', 'key-account-manager', 'customer-success-manager', 'business-development-manager'],junior,60000,apprenticeship)","Job({'German': Language(German,C2,True)},['key-account-manager', 'customer-success-manager'],['junior', 'midlevel', 'senior'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'java-developer'],senior,75000,None)","Job({'German': Language(German,B1,True), 'English': Language(English,B1,True)},['frontend-developer', 'backend-developer', 'full-stack-developer'],['midlevel', 'senior'],75000,None)",True
"Talent({'English': Language(English,C2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'php-developer', 'database-administrator'],midlevel,60000,bachelor)","Job({'German': Language(German,C1,False), 'English': Language(English,C1,True)},['php-developer'],['midlevel', 'senior'],65000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['frontend-developer', 'backend-developer'],midlevel,37000,None)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'English': Language(English,C2,False), 'German': Language(German,C2,False), 'Russian': Language(Russian,C2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'c-net-developer'],midlevel,80000,bachelor)","Job({'German': Language(German,B2,True), 'English': Language(English,B2,False)},['full-stack-developer'],['midlevel'],90000,apprenticeship)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['frontend-developer', 'backend-developer', 'java-developer', 'system-engineer', 'system-administrator'],midlevel,55000,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'Turkish': Language(Turkish,C2,False), 'English': Language(English,B2,False)},['frontend-developer'],junior,66000,bachelor)","Job({'German': Language(German,C2,True)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'c-net-developer', 'java-developer'],['junior', 'midlevel'],50000,apprenticeship)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['consulting', 'sales-manager', 'customer-success-manager', 'business-development-manager'],junior,60000,apprenticeship)","Job({'German': Language(German,C2,True)},['key-account-manager', 'customer-success-manager'],['junior', 'midlevel', 'senior'],70000,None)",True
"Talent({'Dutch': Language(Dutch,B2,False), 'English': Language(English,C2,False), 'German': Language(German,C2,False)},['frontend-developer', 'full-stack-developer', 'tech-lead'],senior,90000,master)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,False)},['tech-lead', 'engineering-manager'],['senior'],100000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['full-stack-developer', 'c-net-developer', 'software-architect', 'devops-engineer', 'cloud-engineer'],senior,75000,master)","Job({'German': Language(German,C1,True)},['devops-engineer'],['midlevel', 'senior'],80000,apprenticeship)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['full-stack-developer', 'mobile-developer', 'software-architect', 'cto', 'devops-engineer'],midlevel,70000,master)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,False)},['full-stack-developer'],['midlevel', 'senior'],90000,apprenticeship)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['frontend-developer', 'full-stack-developer', 'seo-sea-manager'],midlevel,42000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'French': Language(French,B1,False)},['sales-manager', 'key-account-manager', 'business-development-manager'],midlevel,75000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,True)},['sales-manager'],[None, 'junior', 'midlevel'],70000,bachelor)",True
"Talent({'English': Language(English,C1,False), 'German': Language(German,C1,False), 'Polish': Language(Polish,C2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer'],junior,47000,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False), 'Turkish': Language(Turkish,C1,False)},['full-stack-developer', 'backend-developer', 'frontend-developer', 'php-developer', 'mobile-developer'],midlevel,60000,None)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['midlevel'],70000,None)",True
"Talent({'German': Language(German,C1,False), 'English': Language(English,B2,False), 'French': Language(French,C1,False), 'Arabic': Language(Arabic,C1,False)},['backend-developer', 'full-stack-developer', 'java-developer'],midlevel,70000,apprenticeship)","Job({'German': Language(German,B1,True), 'English': Language(English,B1,True)},['frontend-developer', 'backend-developer', 'full-stack-developer'],['midlevel', 'senior'],75000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['consulting', 'business-analyst', 'data-analyst', 'frontend-developer', 'backend-developer'],junior,55000,apprenticeship)","Job({'German': Language(German,C1,True)},['consulting'],[None, 'junior', 'midlevel', 'senior'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'Spanish': Language(Spanish,A2,False)},['frontend-developer'],junior,58000,None)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer'],midlevel,60000,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'java-developer'],midlevel,80000,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'c-net-developer', 'java-developer'],junior,60000,bachelor)","Job({'German': Language(German,C1,True)},['full-stack-developer', 'java-developer'],[None, 'junior', 'midlevel', 'senior'],82000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['full-stack-developer', 'java-developer', 'qa-engineer'],senior,99000,bachelor)","Job({'German': Language(German,B2,True), 'English': Language(English,B2,False)},['full-stack-developer'],['midlevel', 'senior'],90000,apprenticeship)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False), 'Portuguese': Language(Portuguese,B2,False), 'French': Language(French,A2,False)},['backend-developer', 'full-stack-developer', 'cto', 'product-owner', 'machine-learning-engineer'],senior,80000,apprenticeship)","Job({'German': Language(German,B2,True), 'English': Language(English,B2,False)},['full-stack-developer'],['midlevel', 'senior'],90000,apprenticeship)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['full-stack-developer', 'java-developer', 'product-owner', 'scrum-master-agile-coach'],senior,80000,master)","Job({'German': Language(German,B2,True), 'English': Language(English,B2,False)},['full-stack-developer'],['midlevel', 'senior'],90000,apprenticeship)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False), 'Arabic': Language(Arabic,C2,False), 'Spanish': Language(Spanish,B2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'php-developer', 'devops-engineer'],senior,80000,bachelor)","Job({'German': Language(German,B1,True), 'English': Language(English,B1,True)},['frontend-developer', 'backend-developer', 'full-stack-developer'],['midlevel', 'senior'],75000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'Chinese': Language(Chinese,B1,False)},['frontend-developer', 'backend-developer', 'full-stack-developer'],midlevel,65000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['sales-manager', 'key-account-manager', 'business-development-manager', 'sales-team-lead', 'consulting'],junior,56000,None)","Job({'German': Language(German,C2,True)},['sales-manager', 'presales-manager'],[None, 'junior'],54000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['product-manager', 'product-owner', 'business-analyst', 'consulting', 'tech-lead'],midlevel,75000,None)","Job({'German': Language(German,C2,True), 'English': Language(English,C1,True)},['product-owner'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'Japanese': Language(Japanese,B1,False), 'Albanian': Language(Albanian,A2,False)},['product-manager', 'product-owner', 'backend-developer', 'full-stack-developer', 'tech-lead'],senior,70000,apprenticeship)","Job({'German': Language(German,B2,True), 'English': Language(English,B2,False)},['full-stack-developer'],['midlevel', 'senior'],90000,apprenticeship)",True
"Talent({'German': Language(German,C1,False), 'English': Language(English,C1,False), 'French': Language(French,C1,False), 'Arabic': Language(Arabic,C1,False)},['full-stack-developer', 'mobile-developer', 'software-architect', 'devops-engineer', 'data-engineer'],midlevel,80000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,True)},['mobile-developer'],['midlevel', 'senior'],77000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['frontend-developer', 'full-stack-developer', 'mobile-developer', 'cto', 'data-scientist'],midlevel,90000,master)","Job({'German': Language(German,C1,True)},['full-stack-developer', 'java-developer'],[None, 'junior', 'midlevel', 'senior'],82000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['backend-developer', 'full-stack-developer', 'php-developer', 'mobile-developer'],midlevel,50000,bachelor)","Job({'German': Language(German,C1,True)},['full-stack-developer', 'java-developer'],[None, 'junior', 'midlevel', 'senior'],82000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False), 'Italian': Language(Italian,A1,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'software-architect', 'consulting'],midlevel,53000,master)","Job({'German': Language(German,B1,True), 'English': Language(English,B1,True)},['frontend-developer', 'backend-developer', 'full-stack-developer'],['midlevel', 'senior'],75000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['data-scientist', 'machine-learning-engineer', 'data-analyst', 'business-analyst', 'head-of-data'],midlevel,65000,master)","Job({'German': Language(German,C2,True)},['data-scientist', 'data-engineer', 'data-analyst'],['midlevel', 'senior'],65000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B1,False), 'Greek': Language(Greek,C2,False)},['system-engineer', 'project-manager', 'security', 'consulting'],senior,62000,None)","Job({'German': Language(German,C2,True)},['consulting'],['midlevel', 'senior'],75000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B1,False)},['sales-manager', 'sales-engineer', 'key-account-manager', 'customer-success-manager', 'business-development-manager'],senior,60000,apprenticeship)","Job({'German': Language(German,C2,True)},['key-account-manager', 'customer-success-manager'],['junior', 'midlevel', 'senior'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'Russian': Language(Russian,A2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer'],midlevel,40000,None)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['product-owner', 'consulting', 'sales-manager', 'key-account-manager', 'customer-success-manager'],midlevel,55000,None)","Job({'German': Language(German,C2,True)},['key-account-manager', 'customer-success-manager'],['junior', 'midlevel', 'senior'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'ui-ux-designer', 'machine-learning-engineer'],None,70000,bachelor)","Job({'German': Language(German,C1,True)},['full-stack-developer', 'java-developer'],[None, 'junior', 'midlevel', 'senior'],82000,bachelor)",True
